brand,model,year,price_in_euro,power_ps,transmission_type,fuel_type,mileage_in_km
mazda,Mazda 2,2023.0,16880.0,75.0,Manual,Petrol,3222.0
mazda,Mazda 3,2021.0,22490.0,122.0,Manual,Hybrid,35400.0
saab,Saab 9-3,2000.0,5990.0,154.0,Manual,Petrol,173800.0
aston-martin,Aston Martin V8,2014.0,74999.0,436.0,Automatic,Petrol,78324.0
fiat,Fiat 500L,2016.0,11950.0,95.0,Manual,Petrol,70000.0
audi,Audi A3,2015.0,14900.0,179.0,Automatic,Petrol,180000.0
ford,Ford Galaxy,2018.0,23900.0,160.0,Manual,Petrol,84000.0
nissan,Nissan Qashqai,2019.0,23890.0,159.0,Automatic,Petrol,41374.0
honda,Honda Civic,2018.0,17990.0,129.0,Manual,Petrol,40208.0
daihatsu,Daihatsu Charade,2011.0,6499.0,99.0,Manual,Petrol,65107.0
renault,Renault Kangoo,2023.0,29890.0,131.0,Automatic,Petrol,10.0
nissan,Nissan Townstar,2023.0,26799.0,131.0,Manual,Petrol,10.0
skoda,Skoda Fabia,2008.0,2650.0,86.0,Manual,Petrol,240427.0
jaguar,Jaguar F-Pace,2020.0,41990.0,300.0,Automatic,Diesel,94561.0
bmw,BMW 135,2014.0,25500.0,320.0,Manual,Petrol,114100.0
dacia,Dacia Sandero,2023.0,17990.0,101.0,Manual,Petrol,1000.0
audi,Audi A3,2017.0,16450.0,116.0,Manual,Petrol,78000.0
renault,Renault Clio,2015.0,8750.0,90.0,Manual,Petrol,84926.0
mini,MINI Cooper,2023.0,32650.0,136.0,Manual,Petrol,2500.0
lada,Lada Niva,2010.0,4950.0,82.0,Manual,Petrol,81050.0
opel,Opel Insignia,2020.0,19870.0,174.0,Manual,Diesel,64304.0
porsche,Porsche Cayenne,2008.0,24500.0,385.0,Automatic,Petrol,103000.0
mazda,Mazda 2,2004.0,1750.0,101.0,Manual,Petrol,215000.0
hyundai,Hyundai i30,2015.0,9949.0,136.0,Manual,Diesel,153000.0
smart,smart forFour,2019.0,13300.0,71.0,Automatic,Petrol,25000.0
toyota,Toyota Yaris Cross,2023.0,29990.0,92.0,Automatic,Hybrid,10.0
seat,SEAT Leon,2020.0,19000.0,150.0,Manual,Petrol,50000.0
dodge,Dodge RAM,2022.0,69900.0,401.0,Automatic,LPG,18687.0
citroen,Citroen Jumper,2019.0,20000.0,110.0,Manual,Diesel,90000.0
toyota,Toyota Aygo X,2020.0,14900.0,72.0,Manual,Petrol,20500.0
fiat,Fiat Doblo,2021.0,19990.0,101.0,Manual,Diesel,34000.0
jeep,Jeep Compass,2022.0,34980.0,241.0,Automatic,Hybrid,14614.0
ssangyong,SsangYong MUSSO,2023.0,38500.0,203.0,Automatic,Diesel,3000.0
bmw,BMW 318,2001.0,1500.0,118.0,Manual,Petrol,302000.0
jaguar,Jaguar E-Pace,2018.0,32900.0,241.0,Automatic,Diesel,63279.0
nissan,Nissan Pathfinder,2014.0,22880.0,190.0,Manual,Diesel,99864.0
porsche,Porsche Panamera,2017.0,69999.0,421.0,Automatic,Diesel,119999.0
volkswagen,Volkswagen Bora,2003.0,1500.0,102.0,Automatic,Petrol,189000.0
hyundai,Hyundai KONA,2023.0,38990.0,280.0,Automatic,Petrol,5000.0
chevrolet,Chevrolet Camaro,2020.0,33950.0,334.0,Automatic,Petrol,34859.0
seat,SEAT Ateca,2022.0,31950.0,150.0,Automatic,Petrol,244.0
honda,Honda CR-V,2017.0,17950.0,155.0,Manual,Petrol,122300.0
isuzu,Isuzu D-Max,2019.0,30659.0,163.0,Automatic,Diesel,46100.0
opel,Opel Combo,2016.0,12970.0,120.0,Manual,CNG,42716.0
opel,Opel Corsa,2019.0,10995.0,90.0,Manual,Petrol,48000.0
ford,Ford Fusion,2008.0,3300.0,80.0,Manual,Petrol,147000.0
jaguar,Jaguar XF,2023.0,65490.0,204.0,Automatic,Diesel,4900.0
opel,Opel Grandland X,2020.0,19990.0,131.0,Automatic,Diesel,85000.0
maserati,Maserati 3200,2000.0,45000.0,368.0,Manual,Petrol,22000.0
daihatsu,Daihatsu Trevis,2007.0,2990.0,58.0,Manual,Petrol,140000.0
renault,Renault Koleos,2014.0,13900.0,173.0,Automatic,Diesel,117925.0
lada,Lada Niva,2022.0,18990.0,80.0,Manual,Petrol,50.0
maserati,Maserati Levante,2019.0,52789.0,275.0,Automatic,Diesel,42864.0
hyundai,Hyundai iX35,2012.0,9990.0,136.0,Manual,Diesel,146000.0
smart,smart forFour,2019.0,14480.0,82.0,Automatic,Electric,38495.0
audi,Audi A6,2015.0,16990.0,190.0,Automatic,Diesel,207677.0
aston-martin,Aston Martin Vanquish,2003.0,79790.0,469.0,Automatic,Petrol,46300.0
volvo,Volvo S60,2018.0,11900.0,120.0,Manual,Diesel,169000.0
daewoo,Daewoo Matiz,2003.0,1999.0,64.0,Manual,Petrol,123500.0
nissan,Nissan Townstar,2022.0,26650.0,131.0,Manual,Petrol,1844.0
ssangyong,SsangYong REXTON,2018.0,20000.0,178.0,Automatic,Diesel,131000.0
toyota,Toyota Aygo,2021.0,12760.0,72.0,Manual,Petrol,56960.0
maserati,Maserati Ghibli,2017.0,36850.0,275.0,Automatic,Diesel,68149.0
renault,Renault Captur,2021.0,32998.0,91.0,Manual,Petrol,17597.0
saab,Saab 9-3,2009.0,11900.0,150.0,Manual,Diesel,71000.0
fiat,Fiat Tipo,2018.0,15990.0,120.0,Manual,Petrol,43464.0
seat,SEAT Ateca,2023.0,33699.0,150.0,Automatic,Diesel,10.0
land-rover,Land Rover Discovery,2015.0,29950.0,256.0,Automatic,Diesel,149986.0
smart,smart forFour,2020.0,16090.0,82.0,Manual,Electric,20089.0
ssangyong,SsangYong Korando,2022.0,26850.0,163.0,Manual,Petrol,10030.0
peugeot,Peugeot 508,2021.0,23520.0,131.0,Automatic,Diesel,81584.0
peugeot,Peugeot 308,2021.0,28400.0,131.0,Automatic,Diesel,13000.0
bmw,BMW 440,2018.0,36950.0,326.0,Automatic,Petrol,91966.0
honda,Honda Civic,2018.0,20980.0,182.0,Automatic,Petrol,27126.0
hyundai,Hyundai iX20,2014.0,10000.0,116.0,Manual,Diesel,49000.0
volkswagen,Volkswagen Golf,2014.0,16930.0,122.0,Automatic,Petrol,99700.0
jaguar,Jaguar XF,2020.0,30900.0,163.0,Automatic,Diesel,33700.0
hyundai,Hyundai i20,2018.0,10900.0,75.0,Manual,Petrol,28500.0
volvo,Volvo XC60,2018.0,31990.0,320.0,Automatic,Hybrid,132718.0
audi,Audi A4,2018.0,17950.0,150.0,Manual,Diesel,99550.0
dodge,Dodge RAM,2018.0,66800.0,401.0,Automatic,Petrol,59900.0
renault,Renault Clio,2022.0,17188.0,91.0,Manual,Petrol,10.0
nissan,Nissan Qashqai,2020.0,23900.0,159.0,Manual,Petrol,15941.0
mercedes-benz,Mercedes-Benz E 200,2009.0,10800.0,184.0,Automatic,Petrol,189371.0
renault,Renault Megane,2011.0,3400.0,131.0,Manual,Diesel,226000.0
skoda,Skoda Octavia,2013.0,14610.0,140.0,Automatic,Petrol,59159.0
fiat,Fiat 500,2020.0,15480.0,69.0,Manual,Petrol,30156.0
renault,Renault Captur,2023.0,24549.0,140.0,Automatic,Petrol,5.0
volkswagen,Volkswagen T6 Multivan,2017.0,22797.0,114.0,Manual,Diesel,231812.0
citroen,Citroen Berlingo,2009.0,8490.0,75.0,Manual,Petrol,65277.0
volkswagen,Volkswagen Polo,2020.0,11999.0,95.0,Manual,Diesel,158700.0
ford,Ford Fiesta,2008.0,1900.0,69.0,Manual,Petrol,128000.0
porsche,Porsche Cayenne,2012.0,24950.0,245.0,Automatic,Diesel,170678.0
fiat,Fiat Doblo,2004.0,1850.0,105.0,Manual,Diesel,282012.0
fiat,Fiat 500,2014.0,6450.0,69.0,Manual,Petrol,101000.0
honda,Honda Civic,2018.0,39469.0,320.0,Manual,Petrol,18750.0
ford,Ford Kuga,2020.0,32340.0,224.0,Automatic,Hybrid,22290.0
lada,Lada Niva,2012.0,8900.0,83.0,Manual,Petrol,45000.0
porsche,Porsche Macan,2023.0,78290.0,265.0,Automatic,Petrol,6900.0
audi,Audi A1,2023.0,31088.0,150.0,Automatic,Petrol,10.0
toyota,Toyota Proace,2020.0,38690.0,177.0,Automatic,Diesel,29800.0
renault,Renault Grand Scenic,2015.0,16480.0,110.0,Manual,Diesel,79342.0
lada,Lada Niva,2018.0,6990.0,83.0,Manual,Petrol,138571.0
renault,Renault Grand Scenic,2017.0,19990.0,132.0,Manual,Petrol,79532.0
mercedes-benz,Mercedes-Benz A 200,2013.0,14500.0,136.0,Manual,Diesel,163000.0
dodge,Dodge RAM,2019.0,36480.0,401.0,Automatic,Petrol,49960.0
mini,MINI One,2018.0,15870.0,102.0,Manual,Petrol,58606.0
alfa-romeo,Alfa Romeo Stelvio,2023.0,67990.0,280.0,Automatic,Petrol,5000.0
skoda,Skoda Superb,2015.0,17920.0,150.0,Manual,Diesel,117700.0
dacia,Dacia Lodgy,2019.0,9885.0,116.0,Manual,Diesel,141500.0
volvo,Volvo XC90,2020.0,51300.0,303.0,Automatic,Hybrid,56831.0
toyota,Toyota Yaris,2023.0,24370.0,92.0,Automatic,Hybrid,10.0
saab,Saab 9-3,2005.0,14985.0,150.0,Manual,Petrol,90900.0
chevrolet,Chevrolet Camaro,2021.0,43000.0,453.0,Automatic,Petrol,9900.0
mitsubishi,Mitsubishi Eclipse Cross,2019.0,21490.0,163.0,Automatic,Petrol,17000.0
peugeot,Peugeot 206,2004.0,2499.0,109.0,Manual,Petrol,197846.0
bmw,BMW 325,2007.0,17990.0,218.0,Manual,Petrol,66000.0
hyundai,Hyundai IONIQ,2019.0,21000.0,105.0,Automatic,Hybrid,27857.0
volkswagen,Volkswagen Golf Sportsvan,2015.0,11760.0,125.0,Manual,Petrol,135734.0
volkswagen,Volkswagen Tiguan,2013.0,15499.0,160.0,Manual,Petrol,126520.0
maserati,Maserati Levante,2017.0,49600.0,275.0,Automatic,Diesel,81350.0
mini,MINI John Cooper Works,2019.0,28749.0,231.0,Automatic,Petrol,54750.0
ssangyong,SsangYong Korando,2023.0,44990.0,190.0,Automatic,Electric,10.0
mini,MINI Cooper SE Countryman,2020.0,26970.0,224.0,Automatic,Hybrid,55487.0
hyundai,Hyundai IONIQ 5,2021.0,55000.0,218.0,Automatic,Electric,15000.0
mini,MINI One,2019.0,21950.0,102.0,Automatic,Petrol,26700.0
opel,Opel Insignia,2011.0,12900.0,325.0,Automatic,Petrol,112824.0
alfa-romeo,Alfa Romeo Stelvio,2017.0,25990.0,209.0,Automatic,Diesel,106424.0
renault,Renault Clio,2022.0,18990.0,91.0,Manual,Petrol,1550.0
porsche,Porsche Cayenne,2017.0,59980.0,385.0,Automatic,Diesel,75497.0
honda,Honda HR-V,2019.0,25900.0,131.0,Manual,Petrol,12610.0
saab,Saab 9-3,2006.0,11990.0,150.0,Manual,Diesel,304000.0
ford,Ford Fiesta,2014.0,9400.0,101.0,Manual,Petrol,52379.0
jeep,Jeep Grand Cherokee,2019.0,46550.0,250.0,Automatic,Diesel,39510.0
jaguar,Jaguar F-Type,2021.0,57490.0,300.0,Automatic,Petrol,8319.0
opel,Opel Zafira,2004.0,1200.0,101.0,Manual,Diesel,161327.0
mazda,Mazda 3,2016.0,14990.0,120.0,Manual,Petrol,61100.0
mazda,Mazda 6,2023.0,42900.0,194.0,Automatic,Petrol,62.0
mitsubishi,Mitsubishi Outlander,2019.0,27999.0,224.0,Automatic,Other,40000.0
fiat,Fiat 500C,2018.0,12490.0,69.0,Manual,Petrol,52014.0
honda,Honda Civic,2016.0,13499.0,141.0,Manual,Petrol,53752.0
jaguar,Jaguar XE,2020.0,32990.0,250.0,Automatic,Petrol,58820.0
kia,Kia Sorento,2023.0,60988.0,201.0,Automatic,Diesel,10.0
porsche,Porsche Panamera,2012.0,27555.0,400.0,Automatic,Petrol,187000.0
porsche,Porsche 997,2011.0,71800.0,345.0,Automatic,Petrol,89900.0
dacia,Dacia Duster,2019.0,15397.0,114.0,Manual,Petrol,46900.0
volvo,Volvo XC60,2018.0,32900.0,190.0,Automatic,Diesel,118900.0
land-rover,Land Rover Range Rover Evoque,2020.0,44422.0,179.0,Automatic,Diesel,28321.0
land-rover,Land Rover Discovery Sport,2019.0,33480.0,179.0,Automatic,Diesel,71700.0
volvo,Volvo V40,2019.0,20390.0,122.0,Automatic,Petrol,44900.0
infiniti,Infiniti M30,2012.0,15890.0,238.0,Automatic,Diesel,115000.0
opel,Opel Insignia,2009.0,6900.0,179.0,Manual,Petrol,145457.0
land-rover,Land Rover Range Rover Sport,2018.0,67900.0,241.0,Automatic,Diesel,138305.0
mercedes-benz,Mercedes-Benz SL 350,2005.0,18800.0,245.0,Automatic,Petrol,144000.0
ssangyong,SsangYong Korando,2022.0,33333.0,190.0,Automatic,Electric,12500.0
dacia,Dacia Sandero,2010.0,4350.0,75.0,Manual,Petrol,99000.0
bmw,BMW 235,2015.0,35400.0,326.0,Automatic,Petrol,22429.0
audi,Audi Q3,2022.0,47276.0,200.0,Automatic,Diesel,10959.0
ford,Ford Fiesta,2019.0,18990.0,200.0,Manual,Petrol,78937.0
volkswagen,Volkswagen Tiguan,2021.0,30770.0,150.0,Automatic,Diesel,38200.0
land-rover,Land Rover Range Rover,2015.0,79999.0,340.0,Automatic,Diesel,98500.0
volkswagen,Volkswagen Lupo,2001.0,1150.0,50.0,Manual,Petrol,175000.0
toyota,Toyota Avensis,2016.0,15297.0,143.0,Manual,Diesel,115900.0
mini,MINI John Cooper Works,2020.0,27470.0,231.0,Manual,Petrol,46400.0
saab,Saab 9-5,2001.0,4450.0,150.0,Manual,Petrol,239864.0
kia,Kia Sportage,2018.0,17710.0,132.0,Manual,Petrol,116500.0
porsche,Porsche Panamera,2014.0,37000.0,310.0,Automatic,Petrol,139000.0
seat,SEAT Arona,2023.0,25990.0,110.0,Manual,Petrol,5.0
bmw,BMW X6,2016.0,32750.0,258.0,Automatic,Diesel,135415.0
land-rover,Land Rover Discovery,2019.0,38990.0,306.0,Automatic,Diesel,127900.0
alfa-romeo,Alfa Romeo Tonale,2022.0,53150.0,280.0,Automatic,Hybrid,1500.0
cadillac,Cadillac XT4,2023.0,39900.0,174.0,Automatic,Diesel,100.0
saab,Saab 9-5,2006.0,4499.0,150.0,Automatic,Petrol,186687.0
audi,Audi A7,2016.0,31800.0,272.0,Automatic,Diesel,125000.0
renault,Renault Captur,2022.0,21650.0,140.0,Manual,Petrol,146.0
ssangyong,SsangYong Korando,2023.0,26990.0,163.0,Automatic,Petrol,4400.0
dacia,Dacia Dokker,2019.0,11980.0,75.0,Manual,Diesel,30750.0
nissan,Nissan Micra,2022.0,16370.0,92.0,Manual,Petrol,17200.0
dodge,Dodge Durango,2017.0,29899.0,364.0,Automatic,Petrol,125000.0
ford,Ford Fiesta,2020.0,34450.0,125.0,Manual,Petrol,33264.0
dacia,Dacia Duster,2019.0,16790.0,131.0,Manual,Petrol,24550.0
jaguar,Jaguar XE,2020.0,32500.0,179.0,Automatic,Diesel,28241.0
dacia,Dacia Duster,2018.0,13688.0,114.0,Manual,Petrol,25442.0
alfa-romeo,Alfa Romeo Stelvio,2021.0,43099.0,190.0,Automatic,Diesel,5000.0
nissan,Nissan Qashqai,2014.0,14900.0,110.0,Manual,Diesel,126274.0
peugeot,Peugeot 3008,2023.0,35490.0,131.0,Manual,Petrol,50.0
volvo,Volvo V60 Cross Country,2019.0,29950.0,190.0,Automatic,Diesel,87999.0
fiat,Fiat 500C,2017.0,11000.0,86.0,Manual,Petrol,31200.0
skoda,Skoda Superb,2018.0,18490.0,150.0,Automatic,Diesel,148512.0
mitsubishi,Mitsubishi Space Star,2023.0,16890.0,71.0,Automatic,Petrol,288.0
jeep,Jeep Compass,2023.0,39950.0,179.0,Automatic,Hybrid,50.0
mitsubishi,Mitsubishi Space Star,2019.0,9900.0,80.0,Automatic,Petrol,106600.0
mitsubishi,Mitsubishi Outlander,2019.0,23999.0,150.0,Automatic,Petrol,18700.0
mazda,Mazda CX-30,2020.0,23885.0,122.0,Manual,Petrol,22971.0
mitsubishi,Mitsubishi ASX,2019.0,15490.0,117.0,Manual,Petrol,10200.0
ford,Ford S-Max,2012.0,8100.0,200.0,Automatic,Diesel,222000.0
jaguar,Jaguar F-Pace,2017.0,14500.0,179.0,Automatic,Diesel,25000.0
nissan,Nissan Qashqai,2022.0,29850.0,140.0,Manual,Petrol,20.0
isuzu,Isuzu D-Max,2019.0,25490.0,163.0,Automatic,Diesel,134890.0
dacia,Dacia Sandero,2019.0,13790.0,90.0,Manual,Petrol,7779.0
toyota,Toyota C-HR,2018.0,21990.0,122.0,Automatic,Hybrid,25201.0
land-rover,Land Rover Discovery Sport,2018.0,33409.0,241.0,Automatic,Diesel,41700.0
jaguar,Jaguar E-Pace,2021.0,49901.0,204.0,Automatic,Diesel,24499.0
dodge,Dodge Durango,2018.0,39900.0,364.0,Automatic,LPG,46350.0
toyota,Toyota Auris,2009.0,6690.0,97.0,Manual,Petrol,103000.0
peugeot,Peugeot 3008,2018.0,22450.0,131.0,Automatic,Diesel,86380.0
nissan,Nissan Qashqai,2018.0,20990.0,131.0,Automatic,Diesel,98950.0
opel,Opel Corsa,2016.0,8990.0,69.0,Manual,Petrol,27655.0
mercedes-benz,Mercedes-Benz S 350,2010.0,17900.0,272.0,Automatic,Petrol,174000.0
fiat,Fiat 500,2020.0,13647.0,69.0,Manual,Petrol,17900.0
mini,MINI One,2018.0,21600.0,116.0,Manual,Diesel,109000.0
fiat,Fiat 500,2018.0,10500.0,69.0,Manual,Petrol,61000.0
mini,MINI Cooper S,2012.0,10990.0,184.0,Manual,Petrol,155975.0
ford,Ford Fiesta,2003.0,950.0,80.0,Manual,Petrol,154560.0
jeep,Jeep Wrangler,2018.0,44950.0,200.0,Automatic,Diesel,73000.0
hyundai,Hyundai i30,2019.0,28990.0,275.0,Manual,Petrol,41292.0
honda,Honda Civic,2018.0,15990.0,129.0,Manual,Petrol,88355.0
dacia,Dacia Sandero,2017.0,9400.0,90.0,Semi-automatic,Petrol,92000.0
mitsubishi,Mitsubishi Outlander,2019.0,31000.0,135.0,Automatic,Hybrid,37319.0
mercedes-benz,Mercedes-Benz A 180,2008.0,7450.0,109.0,Automatic,Diesel,153124.0
opel,Opel Mokka,2023.0,39190.0,131.0,Automatic,Petrol,10.0
opel,Opel Mokka X,2019.0,16746.0,140.0,Manual,Petrol,18421.0
jaguar,Jaguar I-Pace,2022.0,69950.0,400.0,Automatic,Electric,1000.0
daihatsu,Daihatsu Cuore,2010.0,3000.0,69.0,Manual,Petrol,192000.0
mazda,Mazda 2,2020.0,16990.0,90.0,Manual,Petrol,31922.0
mini,MINI Cooper Cabrio,2019.0,21750.0,136.0,Automatic,Petrol,68194.0
ssangyong,SsangYong Tivoli,2019.0,17990.0,128.0,Manual,Petrol,2000.0
opel,Opel Corsa-e,2021.0,24990.0,136.0,Automatic,Electric,22347.0
audi,Audi A6,2017.0,25998.0,272.0,Automatic,Diesel,100000.0
renault,Renault ZOE,2020.0,25950.0,136.0,Automatic,Electric,42200.0
lada,Lada Urban,2019.0,16850.0,113.0,Manual,Petrol,4000.0
mazda,Mazda 6,2018.0,28930.0,194.0,Automatic,Petrol,42380.0
volvo,Volvo S90,2018.0,25900.0,150.0,Automatic,Diesel,79528.0
mercedes-benz,Mercedes-Benz CLA 180,2014.0,21500.0,122.0,Manual,Petrol,68820.0
jaguar,Jaguar E-Pace,2020.0,39799.0,250.0,Automatic,Petrol,24500.0
alfa-romeo,Alfa Romeo 4C,2019.0,77900.0,241.0,Automatic,Petrol,30758.0
porsche,Porsche Cayenne,2007.0,13999.0,290.0,Automatic,Petrol,138000.0
jeep,Jeep Cherokee,2019.0,21900.0,200.0,Automatic,Diesel,215800.0
bmw,BMW 116,2015.0,13520.0,109.0,Manual,Petrol,103597.0
volkswagen,Volkswagen Passat CC,2009.0,14000.0,200.0,Automatic,Petrol,70000.0
dodge,Dodge RAM,2018.0,41995.0,401.0,Automatic,Petrol,137000.0
toyota,Toyota bZ4X,2023.0,45800.0,204.0,Automatic,Electric,900.0
ford,Ford Kuga,2018.0,11990.0,150.0,Manual,Petrol,158293.0
citroen,Citroen DS3,2017.0,11990.0,82.0,Manual,Petrol,46623.0
isuzu,Isuzu D-Max,2012.0,17000.0,163.0,Manual,Diesel,177820.0
peugeot,Peugeot 207,2010.0,5490.0,120.0,Manual,Petrol,125000.0
mercedes-benz,Mercedes-Benz GLE 63 AMG,2017.0,25900.0,585.0,Automatic,Petrol,89216.0
dacia,Dacia Spring,2022.0,16260.0,45.0,Automatic,Electric,5.0
renault,Renault Kangoo,2011.0,5990.0,87.0,Manual,Petrol,160000.0
jeep,Jeep Compass,2019.0,24900.0,170.0,Automatic,Petrol,30700.0
volvo,Volvo XC90,2022.0,71190.0,235.0,Automatic,Diesel,26500.0
fiat,Fiat 500C,2023.0,20470.0,69.0,Manual,Petrol,906.0
jaguar,Jaguar F-Pace,2018.0,37644.0,300.0,Automatic,Diesel,70859.0
mitsubishi,Mitsubishi Outlander,2017.0,27770.0,121.0,Automatic,Hybrid,66629.0
bmw,BMW 225,2018.0,23880.0,224.0,Automatic,Hybrid,12414.0
porsche,Porsche 997,2008.0,56900.0,355.0,Manual,Petrol,86110.0
mercedes-benz,Mercedes-Benz B 180,2013.0,11000.0,122.0,Manual,Petrol,146000.0
toyota,Toyota Yaris,2016.0,14990.0,101.0,Automatic,Hybrid,67593.0
fiat,Fiat 500,2021.0,15990.0,69.0,Manual,Petrol,17753.0
bmw,BMW Z4,2004.0,8790.0,170.0,Manual,Petrol,177000.0
land-rover,Land Rover Range Rover Evoque,2022.0,57100.0,200.0,Automatic,Petrol,11873.0
bmw,BMW 540,2018.0,35500.0,340.0,Automatic,Petrol,74000.0
jaguar,Jaguar F-Pace,2017.0,30999.0,179.0,Automatic,Diesel,98000.0
volvo,Volvo V90,2018.0,27590.0,250.0,Automatic,Petrol,110000.0
hyundai,Hyundai TUCSON,2017.0,19900.0,177.0,Manual,Petrol,62560.0
lancia,Lancia Y,2013.0,6000.0,75.0,Manual,Petrol,55000.0
volkswagen,Volkswagen T4 Multivan,2000.0,7500.0,88.0,Manual,Diesel,310000.0
bmw,BMW X3,2020.0,36860.0,190.0,Automatic,Diesel,18750.0
toyota,Toyota Land Cruiser,2021.0,57990.0,204.0,Automatic,Diesel,55165.0
ssangyong,SsangYong REXTON,2018.0,24900.0,181.0,Automatic,Diesel,56800.0
mini,MINI Cooper S,2019.0,29950.0,224.0,Automatic,Hybrid,49877.0
opel,Opel Zafira Life,2020.0,43990.0,136.0,Automatic,Electric,957.0
isuzu,Isuzu D-Max,2019.0,35895.0,163.0,Manual,Diesel,26200.0
honda,Honda Jazz,2017.0,14899.0,102.0,Manual,Petrol,33844.0
porsche,Porsche 718,2017.0,58700.0,349.0,Automatic,Petrol,65000.0
audi,Audi Q5,2012.0,14950.0,245.0,Automatic,Diesel,235000.0
honda,Honda Civic,2018.0,21870.0,182.0,Manual,Petrol,43297.0
renault,Renault Twingo,2009.0,1900.0,76.0,Manual,Petrol,203000.0
skoda,Skoda Kamiq,2021.0,22750.0,110.0,Manual,Petrol,14400.0
lancia,Lancia MUSA,2009.0,3800.0,77.0,Manual,Petrol,147000.0
jeep,Jeep Wrangler,2023.0,79900.0,272.0,Automatic,Hybrid,50.0
fiat,Fiat 500,2016.0,7500.0,69.0,Manual,Petrol,112000.0
jeep,Jeep Gladiator,2023.0,65490.0,264.0,Automatic,Diesel,20.0
volvo,Volvo XC60,2017.0,31950.0,235.0,Automatic,Diesel,96778.0
skoda,Skoda Fabia,2015.0,11198.0,110.0,Automatic,Petrol,129900.0
hyundai,Hyundai i30,2018.0,23499.0,275.0,Manual,Petrol,101039.0
jaguar,Jaguar E-Pace,2023.0,57260.0,200.0,Automatic,Petrol,750.0
mitsubishi,Mitsubishi Space Star,2020.0,14000.0,80.0,Manual,Petrol,16937.0
nissan,Nissan Qashqai+2,2013.0,14500.0,150.0,Automatic,Diesel,154000.0
volkswagen,Volkswagen Golf,2014.0,11330.0,90.0,Manual,Diesel,108459.0
dodge,Dodge Durango,2018.0,43490.0,364.0,Automatic,Petrol,83000.0
toyota,Toyota Yaris,2013.0,8700.0,99.0,Manual,Petrol,85000.0
smart,smart forTwo,2011.0,7990.0,71.0,Automatic,Petrol,76950.0
dacia,Dacia Duster,2016.0,12590.0,114.0,Manual,Petrol,44450.0
ford,Ford Focus,2019.0,25388.0,280.0,Manual,Petrol,29915.0
hyundai,Hyundai i30,2013.0,10999.0,120.0,Automatic,Petrol,96515.0
jeep,Jeep Wrangler,2018.0,33950.0,200.0,Automatic,Diesel,109000.0
alfa-romeo,Alfa Romeo Stelvio,2020.0,36990.0,200.0,Automatic,Petrol,42850.0
opel,Opel Corsa,2023.0,19965.0,101.0,Manual,Petrol,1143.0
renault,Renault Scenic,2022.0,28399.0,140.0,Automatic,Petrol,10.0
daewoo,Daewoo Lacetti,2004.0,1499.0,122.0,Manual,Petrol,196737.0
citroen,Citroen C3,2014.0,7300.0,82.0,Automatic,Petrol,113500.0
citroen,Citroen C5 Aircross,2020.0,25990.0,179.0,Automatic,Diesel,75511.0
jaguar,Jaguar E-Pace,2020.0,28500.0,150.0,Manual,Diesel,49500.0
porsche,Porsche Panamera,2017.0,79000.0,441.0,Automatic,Petrol,74382.0
hyundai,Hyundai KONA,2022.0,21480.0,120.0,Manual,Petrol,39225.0
volkswagen,Volkswagen Tiguan,2011.0,11000.0,140.0,Automatic,Diesel,170000.0
maserati,Maserati Ghibli,2021.0,68900.0,330.0,Automatic,Petrol,30000.0
bmw,BMW 320,2017.0,27500.0,190.0,Automatic,Diesel,23000.0
nissan,Nissan Juke,2023.0,25990.0,117.0,Automatic,Petrol,1900.0
porsche,Porsche Panamera,2015.0,54999.0,420.0,Automatic,Petrol,87400.0
fiat,Fiat 500C,2023.0,20790.0,69.0,Manual,Petrol,10.0
mitsubishi,Mitsubishi,2016.0,42781.0,175.0,Automatic,Diesel,148187.0
isuzu,Isuzu D-Max,2022.0,39950.0,163.0,Manual,Diesel,10.0
fiat,Fiat 500,2023.0,18090.0,69.0,Manual,Petrol,20.0
ford,Ford Fiesta,2007.0,3900.0,69.0,Manual,Petrol,68152.0
hyundai,Hyundai iX35,2015.0,13999.0,116.0,Manual,Diesel,79000.0
nissan,Nissan Townstar,2023.0,28590.0,131.0,Manual,Petrol,10.0
mini,MINI Cooper,2020.0,23850.0,136.0,Automatic,Petrol,15359.0
maserati,Maserati Ghibli,2018.0,34900.0,179.0,Automatic,Petrol,44000.0
lada,Lada Taiga,2019.0,33500.0,83.0,Manual,Petrol,25000.0
toyota,Toyota Yaris,2006.0,2690.0,87.0,Manual,Petrol,183830.0
alfa-romeo,Alfa Romeo Brera,2009.0,13490.0,200.0,Manual,Petrol,149736.0
lancia,Lancia MUSA,2012.0,5299.0,95.0,Manual,Petrol,98800.0
lada,Lada Niva,2018.0,11999.0,83.0,Manual,Petrol,60900.0
volvo,Volvo XC60,2019.0,46450.0,392.0,Automatic,Hybrid,60652.0
honda,Honda Civic,2019.0,21000.0,182.0,Manual,Petrol,100000.0
porsche,Porsche Cayenne,2011.0,41950.0,299.0,Automatic,Petrol,16000.0
dodge,Dodge Challenger,2019.0,27950.0,377.0,Automatic,Petrol,72597.0
hyundai,Hyundai i30,2021.0,20980.0,120.0,Manual,Petrol,38660.0
dacia,Dacia Pick Up,2023.0,28000.0,116.0,Manual,Diesel,150.0
skoda,Skoda Octavia,2019.0,26870.0,150.0,Automatic,Petrol,20531.0
peugeot,Peugeot 308,2020.0,18220.0,110.0,Manual,Petrol,63968.0
